NASDAQ,ABXA,2009-07-16,2.75,2.85,2.70,2.83,229500,2.83
NASDAQ,ABXA,2009-07-15,2.67,2.75,2.62,2.75,284200,2.75
NASDAQ,ABXA,2009-07-14,2.59,2.68,2.53,2.65,352700,2.65
NASDAQ,ABXA,2009-07-13,2.41,2.58,2.41,2.58,341400,2.58
NASDAQ,ABXA,2009-07-10,2.31,2.44,2.25,2.40,186000,2.40
NASDAQ,ABXA,2009-07-09,2.37,2.46,2.31,2.32,184900,2.32
NASDAQ,ABXA,2009-07-08,2.58,2.70,2.13,2.41,636000,2.41
NASDAQ,ABXA,2009-07-07,2.67,2.79,2.56,2.58,798900,2.58
NASDAQ,ABXA,2009-07-06,2.57,2.70,2.53,2.67,687500,2.67
NASDAQ,ABXA,2009-07-02,2.58,2.69,2.36,2.58,547700,2.58
NASDAQ,ABXA,2009-07-01,2.39,2.69,2.33,2.56,939800,2.56
NASDAQ,ABXA,2009-06-30,2.41,2.49,2.20,2.35,393300,2.35
NASDAQ,ABXA,2009-06-29,2.39,2.49,2.15,2.47,1410100,2.47
NASDAQ,ABXA,2009-06-26,1.98,2.49,1.95,2.48,8876500,2.48
NASDAQ,ABXA,2009-06-25,1.90,1.99,1.87,1.99,252300,1.99
NASDAQ,ABXA,2009-06-24,1.86,1.99,1.86,1.94,192400,1.94
NASDAQ,ABXA,2009-06-23,1.82,2.05,1.81,1.85,431400,1.85
NASDAQ,ABXA,2009-06-22,2.11,2.17,1.86,1.87,844800,1.87
NASDAQ,ABXA,2009-06-19,2.18,2.19,2.04,2.18,489100,2.18
NASDAQ,ABXA,2009-06-18,2.17,2.37,2.10,2.11,716900,2.11
NASDAQ,ABXA,2009-06-17,2.11,2.19,2.02,2.17,620100,2.17
NASDAQ,ABXA,2009-06-16,2.09,2.14,2.02,2.11,308000,2.11
NASDAQ,ABXA,2009-06-15,2.05,2.13,2.03,2.13,220900,2.13
NASDAQ,ABXA,2009-06-12,2.17,2.17,2.05,2.10,188900,2.10
NASDAQ,ABXA,2009-06-11,2.07,2.18,1.98,2.15,265900,2.15
NASDAQ,ABXA,2009-06-10,2.12,2.15,1.98,2.06,373200,2.06
NASDAQ,ABXA,2009-06-09,2.06,2.32,2.06,2.14,287400,2.14
NASDAQ,ABXA,2009-06-08,2.25,2.25,1.96,2.22,477300,2.22
NASDAQ,ABXA,2009-06-05,2.34,2.40,2.16,2.25,362600,2.25
NASDAQ,ABXA,2009-06-04,1.93,2.40,1.77,2.20,655700,2.20
NASDAQ,ABXA,2009-06-03,2.15,2.15,1.71,1.91,590300,1.91
NASDAQ,ABXA,2009-06-02,2.34,2.43,2.20,2.21,852100,2.21
NASDAQ,ABXA,2009-06-01,1.95,2.40,1.90,2.29,1489000,2.29
NASDAQ,ABXA,2009-05-29,1.44,1.89,1.40,1.86,1758200,1.86
NASDAQ,ABXA,2009-05-28,1.43,1.48,1.31,1.40,984300,1.40
NASDAQ,ABXA,2009-05-27,1.30,1.41,1.22,1.40,933300,1.40
NASDAQ,ABXA,2009-05-26,1.07,1.30,1.05,1.30,1385200,1.30
NASDAQ,ABXA,2009-05-22,1.11,1.11,1.01,1.07,240800,1.07
NASDAQ,ABXA,2009-05-21,1.03,1.10,1.00,1.06,581100,1.06
NASDAQ,ABXA,2009-05-20,0.82,1.05,0.82,1.03,705700,1.03
NASDAQ,ABXA,2009-05-19,0.95,0.95,0.71,0.79,147700,0.79
NASDAQ,ABXA,2009-05-18,0.88,0.97,0.86,0.87,164800,0.87
NASDAQ,ABXA,2009-05-15,0.97,1.01,0.87,0.87,113200,0.87
NASDAQ,ABXA,2009-05-14,0.90,0.98,0.85,0.93,193700,0.93
NASDAQ,ABXA,2009-05-13,1.04,1.08,0.92,0.98,587100,0.98
NASDAQ,ABXA,2009-05-12,1.01,1.24,0.88,1.15,1946600,1.15
NASDAQ,ABXA,2009-05-11,0.70,0.79,0.69,0.77,352400,0.77
NASDAQ,ABXA,2009-05-08,0.64,0.69,0.62,0.68,94900,0.68
NASDAQ,ABXA,2009-05-07,0.66,0.70,0.64,0.64,105900,0.64
NASDAQ,ABXA,2009-05-06,0.66,0.68,0.65,0.67,104300,0.67
NASDAQ,ABXA,2009-05-05,0.70,0.70,0.67,0.67,36800,0.67
NASDAQ,ABXA,2009-05-04,0.70,0.72,0.65,0.70,70700,0.70
NASDAQ,ABXA,2009-05-01,0.67,0.73,0.64,0.70,235700,0.70
NASDAQ,ABXA,2009-04-30,0.66,0.70,0.63,0.64,52800,0.64
NASDAQ,ABXA,2009-04-29,0.63,0.71,0.62,0.64,145700,0.64
NASDAQ,ABXA,2009-04-28,0.69,0.72,0.44,0.65,292700,0.65
NASDAQ,ABXA,2009-04-27,0.70,0.74,0.70,0.70,226200,0.70
NASDAQ,ABXA,2009-04-24,0.72,0.73,0.70,0.70,110200,0.70
NASDAQ,ABXA,2009-04-23,0.73,0.73,0.70,0.72,44400,0.72
NASDAQ,ABXA,2009-04-22,0.72,0.80,0.72,0.73,258300,0.73
NASDAQ,ABXA,2009-04-21,0.70,0.78,0.70,0.76,90500,0.76
NASDAQ,ABXA,2009-04-20,0.72,0.78,0.69,0.70,117600,0.70
NASDAQ,ABXA,2009-04-17,0.70,0.79,0.60,0.74,675700,0.74
NASDAQ,ABXA,2009-04-16,0.77,0.78,0.73,0.73,134700,0.73
NASDAQ,ABXA,2009-04-15,0.77,0.78,0.71,0.77,35400,0.77
NASDAQ,ABXA,2009-04-14,0.78,0.79,0.75,0.77,39500,0.77
NASDAQ,ABXA,2009-04-13,0.82,0.82,0.71,0.78,97500,0.78
NASDAQ,ABXA,2009-04-09,0.81,0.82,0.76,0.77,89400,0.77
NASDAQ,ABXA,2009-04-08,0.77,0.82,0.77,0.79,87400,0.79
NASDAQ,ABXA,2009-04-07,0.80,0.80,0.76,0.77,85500,0.77
NASDAQ,ABXA,2009-04-06,0.78,0.79,0.70,0.75,219400,0.75
NASDAQ,ABXA,2009-04-03,0.79,0.80,0.77,0.77,244000,0.77
NASDAQ,ABXA,2009-04-02,0.79,0.80,0.75,0.77,82900,0.77
NASDAQ,ABXA,2009-04-01,0.79,0.81,0.74,0.79,101700,0.79
NASDAQ,ABXA,2009-03-31,0.76,0.81,0.71,0.76,99400,0.76
NASDAQ,ABXA,2009-03-30,0.83,0.83,0.70,0.76,241300,0.76
NASDAQ,ABXA,2009-03-27,0.72,0.81,0.68,0.81,269400,0.81
NASDAQ,ABXA,2009-03-26,0.70,0.75,0.62,0.70,258500,0.70
NASDAQ,ABXA,2009-03-25,0.73,0.78,0.62,0.68,457300,0.68
NASDAQ,ABXA,2009-03-24,0.84,0.84,0.72,0.73,453400,0.73
NASDAQ,ABXA,2009-03-23,0.60,0.78,0.50,0.70,956300,0.70
NASDAQ,ABXA,2009-03-20,0.35,0.63,0.32,0.63,604200,0.63
NASDAQ,ABXA,2009-03-19,0.37,0.38,0.30,0.35,293300,0.35
NASDAQ,ABXA,2009-03-18,0.25,0.39,0.25,0.38,644500,0.38
NASDAQ,ABXA,2009-03-17,0.24,0.25,0.22,0.25,202800,0.25
NASDAQ,ABXA,2009-03-16,0.23,0.24,0.21,0.22,215700,0.22
NASDAQ,ABXA,2009-03-13,0.20,0.24,0.20,0.22,164600,0.22
NASDAQ,ABXA,2009-03-12,0.20,0.22,0.20,0.20,50500,0.20
NASDAQ,ABXA,2009-03-11,0.19,0.23,0.19,0.21,97300,0.21
NASDAQ,ABXA,2009-03-10,0.20,0.22,0.19,0.22,50900,0.22
NASDAQ,ABXA,2009-03-09,0.22,0.23,0.19,0.20,135600,0.20
NASDAQ,ABXA,2009-03-06,0.19,0.22,0.19,0.22,51100,0.22
NASDAQ,ABXA,2009-03-05,0.21,0.21,0.19,0.20,57000,0.20
NASDAQ,ABXA,2009-03-04,0.19,0.22,0.19,0.21,20800,0.21
NASDAQ,ABXA,2009-03-03,0.19,0.22,0.19,0.20,30600,0.20
NASDAQ,ABXA,2009-03-02,0.20,0.20,0.18,0.19,97100,0.19
NASDAQ,ABXA,2009-02-27,0.22,0.24,0.19,0.19,35200,0.19
NASDAQ,ABXA,2009-02-26,0.23,0.24,0.19,0.22,213100,0.22
NASDAQ,ABXA,2009-02-25,0.21,0.22,0.19,0.21,63300,0.21
NASDAQ,ABXA,2009-02-24,0.23,0.23,0.18,0.21,165300,0.21
NASDAQ,ABXA,2009-02-23,0.24,0.24,0.18,0.19,65100,0.19
NASDAQ,ABXA,2009-02-20,0.19,0.27,0.17,0.17,457900,0.17
NASDAQ,ABXA,2009-02-19,0.20,0.21,0.17,0.17,774800,0.17
NASDAQ,ABXA,2009-02-18,0.19,0.21,0.19,0.20,106900,0.20
NASDAQ,ABXA,2009-02-17,0.19,0.19,0.19,0.19,58000,0.19
NASDAQ,ABXA,2009-02-13,0.19,0.21,0.18,0.19,67800,0.19
NASDAQ,ABXA,2009-02-12,0.20,0.22,0.18,0.19,163000,0.19
NASDAQ,ABXA,2009-02-11,0.19,0.21,0.18,0.20,99600,0.20
NASDAQ,ABXA,2009-02-10,0.21,0.22,0.18,0.19,193200,0.19
NASDAQ,ABXA,2009-02-09,0.22,0.23,0.20,0.21,183700,0.21
NASDAQ,ABXA,2009-02-06,0.18,0.22,0.17,0.22,400300,0.22
NASDAQ,ABXA,2009-02-05,0.19,0.21,0.17,0.18,198100,0.18
NASDAQ,ABXA,2009-02-04,0.20,0.21,0.18,0.19,93100,0.19
NASDAQ,ABXA,2009-02-03,0.18,0.22,0.18,0.19,217200,0.19
NASDAQ,ABXA,2009-02-02,0.23,0.24,0.18,0.19,522100,0.19
NASDAQ,ABXA,2009-01-30,0.25,0.25,0.23,0.24,88600,0.24
NASDAQ,ABXA,2009-01-29,0.24,0.25,0.23,0.25,75500,0.25
NASDAQ,ABXA,2009-01-28,0.24,0.27,0.21,0.24,312800,0.24
NASDAQ,ABXA,2009-01-27,0.23,0.26,0.23,0.24,62000,0.24
NASDAQ,ABXA,2009-01-26,0.25,0.25,0.22,0.24,111900,0.24
NASDAQ,ABXA,2009-01-23,0.23,0.25,0.23,0.24,87200,0.24
NASDAQ,ABXA,2009-01-22,0.23,0.25,0.22,0.23,29500,0.23
NASDAQ,ABXA,2009-01-21,0.23,0.25,0.21,0.23,78400,0.23
NASDAQ,ABXA,2009-01-20,0.23,0.25,0.20,0.23,249700,0.23
NASDAQ,ABXA,2009-01-16,0.27,0.27,0.22,0.23,156500,0.23
NASDAQ,ABXA,2009-01-15,0.30,0.30,0.23,0.24,277200,0.24
NASDAQ,ABXA,2009-01-14,0.27,0.32,0.26,0.27,190600,0.27
NASDAQ,ABXA,2009-01-13,0.28,0.30,0.26,0.27,233600,0.27
NASDAQ,ABXA,2009-01-12,0.28,0.32,0.26,0.26,333700,0.26
NASDAQ,ABXA,2009-01-09,0.25,0.28,0.25,0.26,144000,0.26
NASDAQ,ABXA,2009-01-08,0.29,0.29,0.25,0.27,157200,0.27
NASDAQ,ABXA,2009-01-07,0.30,0.31,0.27,0.27,170100,0.27
NASDAQ,ABXA,2009-01-06,0.30,0.33,0.28,0.28,154300,0.28
NASDAQ,ABXA,2009-01-05,0.32,0.35,0.25,0.28,626200,0.28
NASDAQ,ABXA,2009-01-02,0.20,0.31,0.20,0.31,1447300,0.31
NASDAQ,ABXA,2008-12-31,0.18,0.20,0.18,0.18,431800,0.18
NASDAQ,ABXA,2008-12-30,0.20,0.20,0.18,0.19,257400,0.19
NASDAQ,ABXA,2008-12-29,0.20,0.21,0.19,0.19,186000,0.19
NASDAQ,ABXA,2008-12-26,0.21,0.21,0.19,0.20,76600,0.20
NASDAQ,ABXA,2008-12-24,0.19,0.22,0.19,0.21,60200,0.21
NASDAQ,ABXA,2008-12-23,0.19,0.22,0.19,0.21,201000,0.21
NASDAQ,ABXA,2008-12-22,0.20,0.23,0.19,0.19,217500,0.19
NASDAQ,ABXA,2008-12-19,0.19,0.24,0.19,0.20,2083500,0.20
NASDAQ,ABXA,2008-12-18,0.20,0.22,0.20,0.20,155800,0.20
NASDAQ,ABXA,2008-12-17,0.25,0.25,0.20,0.20,485200,0.20
NASDAQ,ABXA,2008-12-16,0.25,0.26,0.20,0.21,159000,0.21
NASDAQ,ABXA,2008-12-15,0.29,0.29,0.22,0.24,171900,0.24
NASDAQ,ABXA,2008-12-12,0.27,0.28,0.21,0.28,309300,0.28
NASDAQ,ABXA,2008-12-11,0.26,0.31,0.26,0.27,297500,0.27
NASDAQ,ABXA,2008-12-10,0.30,0.31,0.26,0.27,138800,0.27
NASDAQ,ABXA,2008-12-09,0.30,0.34,0.27,0.28,750600,0.28
NASDAQ,ABXA,2008-12-08,0.36,0.37,0.29,0.31,300600,0.31
NASDAQ,ABXA,2008-12-05,0.34,0.34,0.29,0.32,277200,0.32
NASDAQ,ABXA,2008-12-04,0.38,0.40,0.33,0.36,256800,0.36
NASDAQ,ABXA,2008-12-03,0.29,0.36,0.29,0.35,544600,0.35
NASDAQ,ABXA,2008-12-02,0.28,0.33,0.27,0.32,81000,0.32
NASDAQ,ABXA,2008-12-01,0.32,0.34,0.25,0.30,204400,0.30
NASDAQ,ABXA,2008-11-28,0.30,0.32,0.26,0.32,126000,0.32
NASDAQ,ABXA,2008-11-26,0.20,0.30,0.19,0.28,465600,0.28
NASDAQ,ABXA,2008-11-25,0.17,0.24,0.15,0.23,1582600,0.23
NASDAQ,ABXA,2008-11-24,0.15,0.20,0.12,0.12,422200,0.12
NASDAQ,ABXA,2008-11-21,0.17,0.19,0.15,0.16,177200,0.16
NASDAQ,ABXA,2008-11-20,0.19,0.19,0.15,0.19,498400,0.19
NASDAQ,ABXA,2008-11-19,0.20,0.20,0.15,0.15,484900,0.15
NASDAQ,ABXA,2008-11-18,0.17,0.17,0.15,0.16,258000,0.16
NASDAQ,ABXA,2008-11-17,0.19,0.20,0.15,0.15,563200,0.15
NASDAQ,ABXA,2008-11-14,0.20,0.20,0.15,0.16,786700,0.16
NASDAQ,ABXA,2008-11-13,0.28,0.28,0.15,0.16,329200,0.16
NASDAQ,ABXA,2008-11-12,0.22,0.25,0.17,0.18,151600,0.18
NASDAQ,ABXA,2008-11-11,0.25,0.26,0.20,0.20,210800,0.20
NASDAQ,ABXA,2008-11-10,0.24,0.28,0.24,0.25,242200,0.25
NASDAQ,ABXA,2008-11-07,0.25,0.26,0.22,0.24,381200,0.24
NASDAQ,ABXA,2008-11-06,0.29,0.29,0.24,0.25,602600,0.25
NASDAQ,ABXA,2008-11-05,0.29,0.30,0.27,0.29,923600,0.29
NASDAQ,ABXA,2008-11-04,0.30,0.33,0.29,0.29,439600,0.29
NASDAQ,ABXA,2008-11-03,0.32,0.33,0.30,0.30,269000,0.30
NASDAQ,ABXA,2008-10-31,0.33,0.33,0.30,0.33,215600,0.33
NASDAQ,ABXA,2008-10-30,0.32,0.33,0.30,0.33,56300,0.33
NASDAQ,ABXA,2008-10-29,0.33,0.36,0.30,0.31,573200,0.31
NASDAQ,ABXA,2008-10-28,0.45,0.45,0.33,0.33,210000,0.33
NASDAQ,ABXA,2008-10-27,0.45,0.45,0.32,0.43,120400,0.43
NASDAQ,ABXA,2008-10-24,0.39,0.39,0.30,0.33,121900,0.33
NASDAQ,ABXA,2008-10-23,0.45,0.45,0.37,0.37,58500,0.37
NASDAQ,ABXA,2008-10-22,0.37,0.49,0.35,0.45,98000,0.45
NASDAQ,ABXA,2008-10-21,0.54,0.54,0.28,0.37,1173500,0.37
NASDAQ,ABXA,2008-10-20,0.58,0.58,0.42,0.42,42800,0.42
NASDAQ,ABXA,2008-10-17,0.49,0.64,0.33,0.49,58500,0.49
NASDAQ,ABXA,2008-10-16,0.66,0.66,0.40,0.42,165900,0.42
NASDAQ,ABXA,2008-10-15,0.52,0.52,0.46,0.48,150800,0.48
NASDAQ,ABXA,2008-10-14,0.50,0.52,0.45,0.48,114300,0.48
NASDAQ,ABXA,2008-10-13,0.39,0.52,0.39,0.50,45400,0.50
NASDAQ,ABXA,2008-10-10,0.36,0.42,0.33,0.41,352600,0.41
NASDAQ,ABXA,2008-10-09,0.35,0.45,0.35,0.38,304800,0.38
NASDAQ,ABXA,2008-10-08,0.35,0.40,0.31,0.39,317000,0.39
NASDAQ,ABXA,2008-10-07,0.55,0.55,0.35,0.35,154400,0.35
NASDAQ,ABXA,2008-10-06,0.52,0.57,0.33,0.49,513900,0.49
NASDAQ,ABXA,2008-10-03,0.60,0.68,0.58,0.61,112500,0.61
NASDAQ,ABXA,2008-10-02,0.69,0.70,0.60,0.68,154100,0.68
NASDAQ,ABXA,2008-10-01,0.70,0.73,0.66,0.71,150500,0.71
NASDAQ,ABXA,2008-09-30,0.65,0.78,0.65,0.74,164500,0.74
NASDAQ,ABXA,2008-09-29,0.72,0.74,0.62,0.72,274300,0.72
NASDAQ,ABXA,2008-09-26,0.80,0.80,0.72,0.74,145200,0.74
NASDAQ,ABXA,2008-09-25,0.84,0.85,0.78,0.81,119100,0.81
NASDAQ,ABXA,2008-09-24,0.75,0.84,0.75,0.81,200100,0.81
NASDAQ,ABXA,2008-09-23,0.83,0.89,0.75,0.76,142600,0.76
NASDAQ,ABXA,2008-09-22,0.89,0.89,0.81,0.83,106800,0.83
NASDAQ,ABXA,2008-09-19,0.97,0.97,0.87,0.89,134900,0.89
NASDAQ,ABXA,2008-09-18,0.85,0.87,0.80,0.84,271800,0.84
NASDAQ,ABXA,2008-09-17,0.92,0.92,0.81,0.85,606300,0.85
NASDAQ,ABXA,2008-09-16,0.91,0.94,0.90,0.90,1151300,0.90
NASDAQ,ABXA,2008-09-15,0.92,0.94,0.91,0.91,199300,0.91
NASDAQ,ABXA,2008-09-12,0.91,0.97,0.91,0.94,25600,0.94
NASDAQ,ABXA,2008-09-11,0.98,0.98,0.91,0.95,122700,0.95
NASDAQ,ABXA,2008-09-10,0.96,0.98,0.95,0.96,38300,0.96
NASDAQ,ABXA,2008-09-09,0.99,0.99,0.95,0.97,93600,0.97
NASDAQ,ABXA,2008-09-08,0.95,0.97,0.93,0.97,107600,0.97
NASDAQ,ABXA,2008-09-05,0.98,0.98,0.94,0.96,166600,0.96
NASDAQ,ABXA,2008-09-04,0.98,0.98,0.95,0.97,117200,0.97
NASDAQ,ABXA,2008-09-03,0.96,1.01,0.94,0.94,388900,0.94
NASDAQ,ABXA,2008-09-02,0.99,1.00,0.96,0.96,71900,0.96
NASDAQ,ABXA,2008-08-29,0.99,0.99,0.96,0.99,141000,0.99
NASDAQ,ABXA,2008-08-28,0.97,0.98,0.93,0.96,324600,0.96
NASDAQ,ABXA,2008-08-27,0.96,0.98,0.92,0.95,338300,0.95
NASDAQ,ABXA,2008-08-26,1.00,1.00,0.96,0.97,142900,0.97
NASDAQ,ABXA,2008-08-25,0.97,1.01,0.91,0.97,116500,0.97
NASDAQ,ABXA,2008-08-22,0.99,1.00,0.95,0.97,230500,0.97
NASDAQ,ABXA,2008-08-21,0.95,0.99,0.93,0.98,213300,0.98
NASDAQ,ABXA,2008-08-20,0.98,0.99,0.93,0.95,190200,0.95
NASDAQ,ABXA,2008-08-19,0.91,0.97,0.91,0.96,78500,0.96
NASDAQ,ABXA,2008-08-18,0.95,0.98,0.90,0.91,87000,0.91
